Player,Debut,Last Active,YOE,Retired,Position,Team,Total Games,Career PPG,Total PTS,Career RPG,Total RBS,Career APG,Total AST,Career SPG,Total STL,Career BPG,Total BLK,Career FG%,Career FG3%,Career FT%,Career eFG%,PER,Avg WS,Total WS,Hall of Fame,Inducted as Player,Inducted as Coach,Inducted as Contributor,Year Inducted,All-Stars,Scoring Champs,Rebound Champs,Assist Champs,Steal Champs,Block Champs,NBA Champs,All-NBA,All-Rookie,ROY,All-Defensive,Most Improved,Sixth Man,AS MVPs,DPOYs,MVPs,Finals MVPs,NBA 75th Anniv. Team,HOF Probability,HOF Lock
Frank Kornet,1989,1991,2,1,PF,MIL,89,1.9,171,1.1,95,0.3,30,0.2,19,0.0,4,36.9,26.3,59.6,39.8,6.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001184741213522607,0
Luke Kornet,2017,2022,5,0,C,NYK,147,5.4,797,2.5,374,1.0,143,0.4,52,0.8,119,40.5,32.5,75.3,50.6,13.8,0.8,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002091849169167205,0
Yaroslav Korolev,2005,2007,2,1,SF,LAC,34,1.1,39,0.5,16,0.4,13,0.2,6,0.0,0,28.3,25.0,62.5,31.5,5.6,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001095882619848824,0
Kyle Korver,2003,2020,17,1,SG,PHI,1232,9.7,11953,3.0,3643,1.7,2114,0.7,804,0.3,403,44.2,42.9,87.7,57.4,12.8,4.3,73.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011038919392251522,0
Len Kosmalski,1974,1976,2,1,C,SAC,76,1.4,110,1.9,144,0.7,53,0.1,9,0.1,10,39.8,0.0,77.8,0.0,10.4,0.3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015343707882617345,0
Kosta Koufos,2008,2019,11,0,C,SAC,686,5.7,3913,5.0,3452,0.5,359,0.4,291,0.7,506,53.4,0.0,58.2,53.4,15.4,2.6,28.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00505336623142667,0
Tom Kozelko,1973,1976,3,1,PF,WAS,189,2.2,407,1.8,346,0.5,99,0.4,68,0.1,16,41.9,0.0,74.5,0.0,7.8,0.8,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002262482443590239,0
Arvid Kramer,1979,1980,1,1,C,DEN,8,2.0,16,1.5,12,0.4,3,0.0,0,0.6,5,31.8,0.0,100.0,31.8,6.6,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001085605416442573,0
Barry Kramer,1964,1970,2,1,SF,GSW,59,3.6,213,1.9,113,0.7,44,0.0,0,0.0,0,33.6,0.0,72.8,33.6,9.3,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001269598626834516,0
Joel Kramer,1978,1983,5,1,PF,PHO,328,3.8,1257,2.8,916,1.0,343,0.4,140,0.2,62,47.9,0.0,73.7,47.9,10.8,1.8,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044845480365883926,0
Viacheslav Kravtsov,2012,2014,2,1,C,DET,45,2.2,97,1.4,62,0.2,10,0.1,5,0.2,10,67.2,0.0,33.3,67.2,13.6,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013991324526632734,0
Jim Krebs,1957,1964,7,1,C,LAL,515,8.0,4128,6.2,3177,0.8,429,0.0,0,0.0,0,40.5,0.0,75.5,0.0,11.5,1.8,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003801373041644245,0
Vit Krejci,2021,2022,1,0,SG,OKC,29,5.9,171,3.4,98,1.9,55,0.7,19,0.3,8,40.7,33.3,86.4,50.7,8.6,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019184772576710206,0
Wayne Kreklow,1980,1981,1,1,SG,BOS,25,1.2,30,0.5,12,0.4,9,0.1,2,0.0,1,23.4,25.0,70.0,24.5,-1.9,-0.3,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009191530384268648,0
Tommy Kron,1966,1970,4,1,SG,OKC,224,6.0,1351,3.0,672,2.7,605,0.0,0,0.0,0,38.7,36.8,76.8,39.0,11.4,0.7,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001964262165007888,0
Tom Kropp,1975,1977,2,1,SG,WAS,78,2.5,193,0.8,62,0.6,47,0.3,20,0.0,1,44.0,0.0,70.2,0.0,9.9,0.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013903090248815226,0
Nenad Krstić,2004,2011,7,1,C,BRK,419,10.0,4210,5.4,2261,0.8,346,0.4,162,0.7,286,49.4,14.3,73.0,49.4,13.6,3.1,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00927947347378677,0
Larry Krystkowiak,1986,1997,9,1,PF,MIL,420,8.2,3425,4.9,2051,1.2,513,0.6,264,0.1,62,45.7,13.9,79.5,45.8,12.0,1.7,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031956267363750126,0
Steve Kuberski,1969,1978,9,1,PF,BOS,568,5.5,3114,3.8,2146,0.6,338,0.1,38,0.1,28,41.7,0.0,76.7,0.0,11.4,1.3,11.4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0025881991606536816,0
Bruce Kuczenski,1983,1984,1,1,PF,BRK,15,1.9,28,1.5,23,0.5,8,0.1,1,0.1,1,27.0,0.0,66.7,27.0,-0.5,-0.4,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008359124882189197,0
Frank Kudelka,1949,1953,4,1,SF,BLB,228,7.2,1642,3.2,521,2.1,490,0.0,0,0.0,0,33.1,0.0,70.8,0.0,12.9,1.0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002435554815855039,0
John Kuester,1977,1980,3,1,PG,KCK,135,3.3,451,1.0,141,2.3,305,0.6,83,0.0,3,42.7,0.0,83.3,42.7,11.4,0.7,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020702893945318823,0
Toni Kukoč,1993,2006,13,1,SF,CHI,846,11.6,9810,4.2,3555,3.7,3119,1.0,817,0.3,290,44.7,33.5,72.9,49.2,17.3,4.6,59.6,1,1,0,0,2021,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0.011433606403311501,0
Arnoldas Kulboka,2021,2022,1,0,SF,CHO,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012102725860251291,0
Jonathan Kuminga,2021,2022,1,0,SF,GSW,69,9.2,634,3.3,229,0.9,62,0.4,30,0.3,22,50.9,32.4,68.6,56.1,15.0,2.9,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013672097660534007,0
Kevin Kunnert,1973,1982,9,1,C,HOU,555,8.3,4602,7.3,4031,1.4,784,0.5,252,1.1,616,47.6,0.0,68.2,47.6,14.6,2.4,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00489217478595053,0
Mitch Kupchak,1976,1986,9,1,PF,WAS,510,10.2,5202,5.4,2730,0.7,377,0.3,164,0.3,176,52.3,0.0,70.4,52.3,16.2,3.0,27.1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.007162592068663919,0
C.J. Kupec,1975,1978,3,1,SF,LAL,147,4.1,606,2.1,313,0.7,108,0.2,31,0.0,7,42.7,0.0,77.2,0.0,11.5,0.6,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018832109224341947,0
Rodions Kurucs,2018,2021,3,0,SF,BRK,131,6.0,780,3.1,406,0.9,113,0.6,75,0.3,34,44.4,32.9,73.9,51.7,10.0,0.8,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021764650029587836,0
Rob Kurz,2008,2009,1,1,PF,GSW,40,3.9,157,2.0,81,0.5,20,0.4,14,0.5,19,38.9,39.5,80.0,44.7,11.8,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002138657244046117,0
Ibo Kutluay,2004,2005,1,1,SG,OKC,5,0.0,0,0.2,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,-12.9,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011089572424402786,0
Kyle Kuzma,2017,2022,5,0,PF,LAL,342,15.6,5336,6.2,2116,2.2,759,0.6,195,0.5,184,44.9,33.9,72.3,52.0,13.8,2.9,14.3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.008974549925869843,0
Ognjen Kuzmić,2013,2015,2,1,C,GSW,37,0.9,35,1.0,38,0.2,8,0.1,5,0.1,5,52.0,0.0,60.0,52.0,7.6,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0013040156055826094,0
Mindaugas Kuzminskas,2016,2018,2,1,SF,NYK,69,6.2,425,1.8,126,1.0,69,0.4,29,0.2,11,42.6,32.1,80.9,49.9,12.3,0.6,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018832453541431093,0
Fred LaCour,1960,1963,3,1,SF,ATL,144,6.5,940,3.3,474,1.9,269,0.0,0,0.0,0,42.1,0.0,77.4,0.0,11.9,1.1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027463115270321093,0
Raef LaFrentz,1998,2008,10,1,C,DEN,563,10.1,5690,6.1,3423,1.1,606,0.5,276,1.6,919,46.6,36.3,71.1,51.6,16.1,3.9,39.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011209351205857759,0
Tom LaGarde,1977,1985,6,1,C,OKC,312,7.6,2376,5.1,1593,1.5,456,0.3,94,0.4,131,46.2,0.0,64.0,46.2,11.5,1.1,6.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.002450503072529555,0
Rusty LaRue,1997,2004,5,1,PG,CHI,98,5.0,486,1.3,126,1.6,152,0.6,62,0.1,11,37.6,31.8,84.1,43.1,8.9,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.001235505214004326,0
Rudy LaRusso,1959,1969,10,1,PF,LAL,736,15.6,11507,9.4,6936,2.1,1556,0.0,0,0.0,0,43.1,0.0,76.7,0.0,15.5,6.1,61.4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.46956493279729034,0
Zach LaVine,2014,2022,8,0,SG,CHI,478,19.8,9466,3.9,1876,3.9,1860,0.9,423,0.3,145,46.1,38.6,83.0,53.1,17.1,3.0,23.7,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.024202397888873267,0
Skal Labissière,2016,2020,4,0,PF,SAC,148,7.2,1069,4.5,662,1.0,152,0.4,53,0.7,99,49.2,35.3,74.8,50.9,15.0,1.1,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002643635560546769,0
Sam Lacey,1970,1983,13,1,C,KCK,1002,10.3,10303,9.7,9687,3.7,3754,1.3,999,1.5,1160,44.1,18.8,73.8,44.1,14.2,3.9,50.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013982294081478136,0
Christian Laettner,1992,2005,13,1,PF,MIN,868,12.8,11121,6.7,5806,2.6,2224,1.1,917,0.8,675,48.0,26.1,82.0,48.6,16.9,5.0,64.9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.024984979437996553,0
Oliver Lafayette,2009,2010,1,1,SG,BOS,1,7.0,7,4.0,4,2.0,2,0.0,0,0.0,0,50.0,50.0,0.0,58.3,12.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001123864609751143,0
Bill Laimbeer,1980,1994,14,1,C,DET,1068,12.9,13790,9.7,10400,2.0,2184,0.7,710,0.9,965,49.8,32.6,83.7,50.7,16.1,7.5,105.6,0,0,0,0,0,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.31819314114692765,0
Anthony Lamb,2020,2022,2,0,SF,HOU,26,5.1,133,2.7,71,1.0,25,0.2,6,0.2,5,38.3,31.5,85.7,47.9,8.5,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012467082168934821,0
Doron Lamb,2012,2014,2,1,SG,ORL,100,3.5,345,1.0,95,0.8,75,0.2,24,0.0,1,38.1,39.4,70.0,45.8,6.3,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012706610674043661,0
Jeremy Lamb,2012,2022,10,0,SG,CHO,572,10.1,5800,3.6,2072,1.6,904,0.7,416,0.4,218,43.9,34.2,85.7,50.1,15.6,2.7,26.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005543399416864841,0
John Lambert,1975,1982,7,1,PF,CLE,446,3.8,1688,3.3,1493,0.6,248,0.3,153,0.4,172,42.8,8.3,69.3,42.8,10.4,1.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002310300504074491,0
Jeff Lamp,1981,1989,6,1,SF,POR,291,5.1,1495,1.5,437,0.9,269,0.4,105,0.0,14,47.0,22.2,84.1,47.4,11.5,0.9,5.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0022066393320126013,0
Maciej Lampe,2003,2006,3,1,C,PHO,64,3.4,215,2.2,142,0.3,22,0.1,8,0.2,10,40.7,25.0,67.6,41.1,8.5,-0.1,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010710458316596858,0
Jim Lampley,1986,1987,1,1,C,PHI,1,3.0,3,5.0,5,0.0,0,1.0,1,0.0,0,33.3,0.0,50.0,33.3,8.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011724257496569948,0
Sean Lampley,2002,2004,2,1,SF,MIA,45,4.5,203,2.1,94,0.7,33,0.2,7,0.1,4,46.3,0.0,69.1,46.3,13.5,0.6,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019190451019669734,0
Jock Landale,2021,2022,1,0,C,SAS,53,5.0,263,2.6,138,0.8,45,0.2,10,0.3,14,49.3,32.6,82.9,56.4,16.1,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004245340146797413,0
Carl Landry,2007,2016,9,1,PF,SAC,513,10.8,5541,4.9,2533,0.7,355,0.4,216,0.4,203,53.5,30.0,78.5,53.6,17.5,4.0,35.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.013547282738003572,0
Marcus Landry,2009,2010,1,1,SF,NYK,18,2.4,44,1.1,19,0.0,0,0.1,1,0.1,2,37.2,32.1,60.0,47.7,7.2,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010808788754007904,0
Mark Landsberger,1977,1984,7,1,PF,LAL,437,5.6,2468,6.1,2681,0.5,236,0.3,124,0.2,70,48.1,0.0,52.2,48.1,12.8,1.7,12.2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.003614257083191786,0
Jerome Lane,1988,1993,5,1,PF,DEN,218,5.3,1154,5.8,1258,1.5,322,0.6,138,0.2,39,44.1,6.3,37.9,44.2,12.6,0.5,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001659557045151938,0
Andrew Lang,1988,2000,12,1,C,PHO,737,6.0,4431,4.8,3511,0.6,424,0.5,332,1.5,1099,47.0,25.0,74.4,47.1,11.7,2.4,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004163527119387138,0
Antonio Lang,1994,2000,6,1,SF,CLE,143,2.3,329,1.5,210,0.3,50,0.4,55,0.3,46,45.5,0.0,71.9,45.5,8.8,0.3,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001470632479946361,0
James Lang,2006,2007,1,1,C,WAS,11,1.0,11,1.0,11,0.2,2,0.0,0,0.3,3,44.4,0.0,60.0,44.4,6.6,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013067756795060522,0
Trajan Langdon,1999,2002,3,1,SG,CLE,119,5.4,647,1.3,159,1.3,152,0.5,56,0.1,14,41.6,39.6,91.0,49.7,12.2,1.0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025842872186864823,0
Keith Langford,2007,2008,1,1,SG,SAS,2,1.0,2,1.0,2,0.0,0,0.0,0,0.0,0,25.0,0.0,0.0,25.0,-2.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001197516805800913,0
Romeo Langford,2019,2022,3,0,SG,BOS,98,3.6,353,1.9,184,0.5,47,0.4,36,0.3,29,40.0,30.0,63.3,45.9,7.4,0.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017478842028952918,0
Dan Langhi,2000,2004,4,1,SF,HOU,133,3.0,393,1.5,199,0.3,39,0.2,30,0.1,12,39.1,28.9,61.3,40.3,8.8,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012688124674428748,0
Bob Lanier,1970,1984,14,1,C,DET,959,20.1,19248,10.1,9698,3.1,3007,1.1,777,1.5,1100,51.4,15.4,76.7,51.4,21.7,8.4,117.1,1,1,0,0,1992,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.89277003476052,1
Stu Lantz,1968,1976,8,1,SG,HOU,547,12.4,6782,3.3,1820,2.9,1566,0.7,121,0.1,18,43.5,0.0,81.4,0.0,13.4,4.1,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016082601872182124,0
Nicolás Laprovíttola,2016,2017,1,1,PG,SAS,18,3.3,59,0.6,10,1.6,28,0.2,4,0.1,1,42.6,37.0,100.0,53.2,8.4,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013916948514090433,0
York Larese,1961,1962,1,1,SG,CHP,59,5.1,302,1.3,77,1.6,94,0.0,0,0.0,0,37.3,0.0,80.6,0.0,9.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014883690863483029,0
Shane Larkin,2013,2018,4,1,PG,DAL,256,5.5,1399,1.9,490,2.9,737,0.9,243,0.1,24,42.2,33.6,77.7,46.8,11.4,1.1,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026927563863222087,0
John Laskowski,1975,1977,2,1,SG,CHI,118,7.1,832,2.4,282,0.8,99,0.7,88,0.1,12,39.8,0.0,76.0,0.0,10.9,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002601229209427221,0
Stéphane Lasme,2007,2008,1,1,"PF,SF",GSW,16,5.2,83,3.3,53,0.2,3,0.8,13,1.4,22,45.1,0.0,59.4,45.1,11.7,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014879806693739559,0
Priest Lauderdale,1996,1998,2,1,C,ATL,74,3.4,255,1.9,143,0.4,33,0.1,8,0.4,26,47.2,0.0,55.4,47.2,11.3,-0.4,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008310059261199124,0
Rich Laurel,1977,1978,1,1,SG,MIL,10,2.4,24,1.0,10,0.3,3,0.3,3,0.1,1,32.3,0.0,100.0,0.0,7.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001179772465335242,0
Joffrey Lauvergne,2014,2018,4,1,C,DEN,208,5.6,1159,3.8,789,0.9,180,0.3,55,0.2,34,47.9,28.5,71.9,50.4,14.3,1.3,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031424590762248275,0
Bob Lavoy,1950,1954,4,1,PF,INO,264,8.2,2156,6.2,1634,1.5,391,0.0,0,0.0,0,38.4,0.0,70.7,0.0,15.1,4.0,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024961997085211535,0
Acie Law,2007,2011,4,1,PG,ATL,188,3.9,725,1.0,195,1.6,309,0.4,83,0.0,4,41.3,23.5,77.8,43.4,9.9,0.4,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015856109781840237,0
Vic Law,2019,2020,1,0,PF,ORL,8,1.9,15,1.4,11,0.4,3,0.3,2,0.0,0,33.3,14.3,33.3,36.1,3.7,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010867657587893549,0
Gani Lawal,2010,2011,1,1,PF,PHO,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,-9.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012102725860251291,0
Edmund Lawrence,1980,1981,1,1,C,DET,3,4.0,12,1.3,4,0.3,1,0.3,1,0.0,0,62.5,0.0,50.0,62.5,19.4,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012660431183069483,0
Jason Lawson,1997,1998,1,1,C,ORL,17,1.5,26,1.6,27,0.3,5,0.2,4,0.2,4,60.0,0.0,80.0,60.0,21.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018434487878371266,0
Ty Lawson,2009,2017,8,1,PG,DEN,551,12.7,6977,2.7,1506,6.0,3316,1.2,636,0.1,52,46.0,35.9,77.0,50.4,17.2,5.3,42.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03530274531192282,0
Jake Layman,2016,2022,6,0,SF,POR,242,4.8,1165,1.7,414,0.5,127,0.4,98,0.3,71,45.8,29.8,71.8,52.4,11.0,0.6,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017653566363527427,0
Mo Layton,1971,1978,5,1,PG,PHO,267,6.9,1845,1.3,357,2.6,706,0.4,51,0.1,12,44.8,0.0,74.9,44.8,11.8,0.9,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022149443066009074,0
Caris LeVert,2016,2022,6,0,SG,BRK,317,14.6,4643,3.8,1216,3.9,1251,1.1,341,0.3,107,43.7,33.4,73.6,49.2,15.1,2.0,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043686734270066896,0
T.J. Leaf,2017,2021,4,0,PF,IND,146,3.3,477,1.9,283,0.3,43,0.2,26,0.2,28,49.2,34.1,58.5,52.9,13.7,0.7,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020264184606645416,0
Allen Leavell,1979,1989,10,1,PG,HOU,700,9.5,6684,1.7,1164,4.8,3339,1.3,929,0.2,120,45.0,23.4,83.4,46.2,14.7,3.0,29.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006713545856850358,0
Jeff Lebo,1989,1990,1,1,SG,SAS,4,1.5,6,1.0,4,0.8,3,0.5,2,0.0,0,28.6,0.0,100.0,28.6,5.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001191169983956825,0
Eric Leckner,1988,1997,8,1,C,CHO,449,4.1,1835,3.2,1418,0.5,211,0.2,84,0.3,140,50.8,0.0,66.9,50.8,9.8,0.8,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001962410842585369,0
Jalen Lecque,2019,2021,2,0,SG,PHO,9,1.7,15,0.8,7,0.4,4,0.0,0,0.0,0,26.3,0.0,100.0,26.3,3.2,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010891015318222912,0
Ricky Ledo,2013,2015,2,1,SG,DAL,28,3.9,109,1.4,38,0.8,21,0.3,7,0.0,1,33.6,37.1,76.9,39.4,7.0,-0.3,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009006725014636595,0
Butch Lee,1978,1980,2,1,PG,CLE,96,8.1,773,1.4,137,3.2,307,0.9,87,0.0,1,45.0,0.0,76.1,45.0,13.5,1.2,2.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0030511492244579656,0
Clyde Lee,1966,1976,10,1,C,GSW,742,7.7,5733,10.3,7626,1.1,788,0.4,80,0.3,64,43.2,0.0,61.4,0.0,11.9,3.4,33.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01555321504787064,0
Courtney Lee,2008,2020,12,0,SG,MEM,811,9.6,7765,2.6,2127,1.7,1353,1.0,809,0.3,213,45.1,38.8,85.3,51.8,12.2,3.3,39.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006630621905118371,0
